category,raw_sketch_ind,fc6_sketch_ind,raw_sketch_pca_ind,fc6_sketch_pca_ind
cat,2162,3980,2162,3980
cat,2188,4581,2188,4581
cat,2232,9280,2232,9280
cat,2240,10600,2240,10600
cat,2294,11569,2294,11569
cat,2324,9265,2324,9265
cat,2357,10016,2357,10016
cat,2371,4283,2371,4283
cat,2424,3614,2424,3614
cat,2433,4817,2433,4817
cat,2476,11459,2476,11459
cat,2514,77,2514,77
cat,2528,4444,2528,4444
cat,2589,4309,2589,4309
cat,2617,3364,2617,3364
cat,2648,4496,2648,4496
cat,2658,9435,2658,9435
cat,2709,3574,2709,3574
cat,2747,5151,2747,5151
cat,2771,3831,2771,3831
cat,2815,4,2815,4
cat,2846,131,2846,131
cat,2855,314,2855,314
cat,2905,3900,2905,3900
cat,2936,4692,2936,4692
cat,2953,3218,2953,3218
cat,2988,3526,2988,3526
cat,3022,182,3022,182
cat,3040,9359,3040,9359
cat,3090,5049,3090,5049
cat,3108,4193,3108,4193
cat,3136,11360,3136,11360
cat,3197,194,3197,194
cat,3218,4885,3218,4885
cat,3239,4021,3239,4021
cat,3264,9337,3264,9337
cat,3307,5187,3307,5187
cat,3355,4750,3355,4750
cat,3364,12270,3364,12270
cat,3423,3493,3423,3493
cat,3436,11692,3436,11692
cat,3487,9396,3487,9396
cat,3493,3760,3493,3760
cat,3526,36,3526,36
cat,3574,8177,3574,8177
cat,3614,10773,3614,10773
cat,3622,2514,3622,2514
cat,3656,531,3656,531
cat,3686,861,3686,861
cat,3714,2528,3714,2528
cat,3760,10277,3760,10277
cat,3792,1660,3792,1660
cat,3831,8472,3831,8472
cat,3847,10693,3847,10693
cat,3900,6175,3900,6175
cat,3923,7395,3923,7395
cat,3938,11180,3938,11180
cat,3980,1603,3980,1603
cat,4021,8899,4021,8899
cat,4059,6127,4059,6127
cat,4066,2589,4066,2589
cat,4100,7441,4100,7441
cat,4137,10948,4137,10948
cat,4160,6178,4160,6178
cat,4193,11983,4193,11983
cat,4248,11829,4248,11829
cat,4283,7386,4283,7386
cat,4309,6329,4309,6329
cat,4342,1756,4342,1756
cat,4378,2424,4378,2424
cat,4407,10982,4407,10982
cat,4444,2433,4444,2433
cat,4456,7289,4456,7289
cat,4496,6277,4496,6277
cat,4532,8523,4532,8523
cat,4566,1586,4566,1586
cat,4581,10213,4581,10213
cat,4611,1688,4611,1688
cat,4662,8864,4662,8864
cat,4692,7309,4692,7309
cat,4735,6251,4735,6251
cat,4750,2476,4750,2476
cat,4772,8487,4772,8487
cat,4817,6213,4817,6213
cat,4854,7341,4854,7341
cat,4885,1723,4885,1723
cat,4919,8862,4919,8862
cat,4944,6086,4944,6086
cat,4977,9942,4977,9942
cat,5003,8393,5003,8393
cat,5049,907,5049,907
cat,5061,8977,5061,8977
cat,5101,7556,5101,7556
cat,5151,1494,5151,1494
cat,5175,2709,5175,2709
cat,5187,5905,5187,5905
cat,5222,7600,5222,7600
cat,5261,2747,5261,2747
cat,5289,10672,5289,10672
cat,5340,7623,5340,7623
cat,5374,1450,5374,1450
cat,5395,454,5395,454
cat,5410,11259,5410,11259
cat,5451,10915,5451,10915
cat,5473,12115,5473,12115
cat,5529,5885,5529,5885
cat,5537,5937,5537,5937
cat,5583,11800,5583,11800
cat,5607,7544,5607,7544
cat,5650,1521,5650,1521
cat,5679,2617,5679,2617
cat,5701,6051,5701,6051
cat,5757,496,5757,496
cat,5776,11228,5776,11228
cat,5802,6031,5802,6031
cat,5834,6766,5834,6766
cat,5885,7476,5885,7476
cat,5905,8430,5905,8430
cat,5937,9676,5937,9676
cat,5959,1554,5959,1554
cat,5990,7492,5990,7492
cat,6031,5990,6031,5990
cat,6051,12030,6051,12030
cat,6086,2648,6086,2648
cat,6127,8951,6127,8951
cat,6175,2658,6175,2658
cat,6178,867,6178,867
cat,6213,5959,6213,5959
cat,6251,9796,6251,9796
cat,6277,8367,6277,8367
cat,6329,7261,6329,7261
cat,6351,831,6351,831
cat,6384,6636,6384,6636
cat,6420,8762,6420,8762
cat,6459,1961,6459,1961
cat,6468,6919,6468,6919
cat,6527,2188,6527,2188
cat,6539,8613,6539,8613
cat,6561,12162,6561,12162
cat,6611,670,6611,670
cat,6636,6611,6636,6611
cat,6685,10255,6685,10255
cat,6698,11066,6698,11066
cat,6728,11881,6728,11881
cat,6766,6961,6766,6961
cat,6794,10458,6794,10458
cat,6836,1921,6836,1921
cat,6854,6988,6854,6988
cat,6908,2232,6908,2232
cat,6919,2012,6919,2012
cat,6961,9724,6961,9724
cat,6988,10519,6988,10519
cat,7026,6908,7026,6908
cat,7062,2105,7062,2105
cat,7102,8663,7102,8663
cat,7110,11103,7110,11103
cat,7151,6794,7151,6794
cat,7196,2073,7196,2073
cat,7206,675,7206,675
cat,7261,6728,7261,6728
cat,7289,6836,7289,6836
cat,7309,2240,7309,2240
cat,7341,2019,7341,2019
cat,7386,8729,7386,8729
cat,7395,11915,7395,11915
cat,7441,6698,7441,6698
cat,7476,734,7476,734
cat,7492,6854,7492,6854
cat,7544,9856,7544,9856
cat,7556,6685,7556,6685
cat,7600,2162,7600,2162
cat,7623,2139,7623,2139
cat,7652,567,7652,567
cat,7691,11135,7691,11135
cat,7724,12145,7724,12145
cat,7766,6420,7766,6420
cat,7780,8802,7780,8802
cat,7832,9855,7832,9855
cat,7849,588,7849,588
cat,7880,7151,7880,7151
cat,7927,2357,7927,2357
cat,7955,7196,7955,7196
cat,7974,6384,7974,6384
cat,8015,1803,8015,1803
cat,8058,9918,8058,9918
cat,8090,785,8090,785
cat,8105,1774,8105,1774
cat,8135,2371,8135,2371
cat,8177,11144,8177,11144
cat,8193,7206,8193,7206
cat,8237,6351,8237,6351
cat,8276,11849,8276,11849
cat,8312,1824,8312,1824
cat,8326,8568,8326,8568
cat,8367,6459,8367,6459
cat,8393,2324,8393,2324
cat,8430,10744,8430,10744
cat,8472,1916,8472,1916
cat,8487,7026,8487,7026
cat,8523,6539,8523,6539
cat,8568,8793,8568,8793
cat,8576,2294,8576,2294
cat,8613,10550,8613,10550
cat,8663,6527,8663,6527
cat,8694,6561,8694,6561
cat,8729,11939,8729,11939
cat,8762,7062,8762,7062
cat,8793,1861,8793,1861
cat,8802,6468,8802,6468
cat,8862,754,8862,754
cat,8864,7102,8864,7102
cat,8899,11039,8899,11039
cat,8951,7110,8951,7110
cat,8977,8576,8977,8576
cat,9005,615,9005,615
cat,9028,7652,9028,7652
cat,9068,8694,9068,8694
cat,9100,5374,9100,5374
cat,9125,2905,9125,2905
cat,9169,9169,9169,9169
cat,9186,8058,9186,8058
cat,9240,409,9240,409
cat,9265,12042,9265,12042
cat,9280,1109,9280,1109
cat,9337,5679,9337,5679
cat,9359,7927,9359,7927
cat,9396,10807,9396,10807
cat,9435,5537,9435,5537
cat,9452,3108,9452,3108
cat,9480,438,9480,438
cat,9511,10378,9511,10378
cat,9559,9100,9559,9100
cat,9590,8105,9590,8105
cat,9613,8312,9613,8312
cat,9658,10326,9658,10326
cat,9676,11736,9676,11736
cat,9724,3040,9724,3040
cat,9734,2936,9734,2936
cat,9760,2855,9760,2855
cat,9796,1320,9796,1320
cat,9855,8135,9855,8135
cat,9856,7832,9856,7832
cat,9918,2953,9918,2953
cat,9942,1225,9942,1225
cat,9958,10347,9958,10347
cat,10011,1270,10011,1270
cat,10016,975,10016,975
cat,10059,9760,10059,9760
cat,10103,8090,10103,8090
cat,10128,5410,10128,5410
cat,10152,1127,10152,1127
cat,10186,8276,10186,8276
cat,10213,12246,10213,12246
cat,10255,335,10255,335
cat,10277,5607,10277,5607
cat,10326,5583,10326,5583
cat,10347,5701,10347,5701
cat,10378,7880,10378,7880
cat,10410,10880,10410,10880
cat,10458,11306,10458,11306
cat,10469,8237,10469,8237
cat,10519,11266,10519,11266
cat,10550,1182,10550,1182
cat,10565,5650,10565,5650
cat,10600,1287,10600,1287
cat,10628,9068,10628,9068
cat,10672,3090,10672,3090
cat,10693,10865,10693,10865
cat,10744,7849,10744,7849
cat,10773,5395,10773,5395
cat,10807,12086,10807,12086
cat,10845,5451,10845,5451
cat,10865,5289,10865,5289
cat,10880,10845,10880,10845
cat,10915,8193,10915,8193
cat,10948,2988,10948,2988
cat,10982,5776,10982,5776
cat,11039,1185,11039,1185
cat,11066,7780,11066,7780
cat,11103,999,11103,999
cat,11135,1058,11135,1058
cat,11144,9186,11144,9186
cat,11180,7724,11180,7724
cat,11228,1393,11228,1393
cat,11259,5529,11259,5529
cat,11266,10152,11266,10152
cat,11306,2815,11306,2815
cat,11337,3197,11337,3197
cat,11360,5834,11360,5834
cat,11399,5802,11399,5802
cat,11436,9005,11436,9005
cat,11459,1430,11459,1430
cat,11495,11770,11495,11770
cat,11535,5473,11535,5473
cat,11569,2771,11569,2771
cat,11606,11337,11606,11337
cat,11619,9734,11619,9734
cat,11662,3136,11662,3136
cat,11692,1044,11692,1044
cat,11736,7955,11736,7955
cat,11770,7691,11770,7691
cat,11800,1373,11800,1373
cat,11829,9125,11829,9125
cat,11849,5757,11849,5757
cat,11881,8326,11881,8326
cat,11915,3022,11915,3022
cat,11939,7974,11939,7974
cat,11983,12216,11983,12216
cat,12030,7766,12030,7766
cat,12042,8015,12042,8015
cat,12086,5340,12086,5340
cat,12115,9958,12115,9958
cat,12145,9028,12145,9028
cat,12162,367,12162,367
cat,12216,2846,12216,2846
cat,12246,932,12246,932
cat,12270,10186,12270,10186
cup,31,8040,31,8040
cup,61,797,61,797
cup,91,1880,91,1880
cup,116,12097,116,12097
cup,144,7029,144,7029
cup,180,9771,180,9771
cup,215,9455,215,9455
cup,227,4006,227,4006
cup,262,3732,262,3732
cup,293,1170,293,1170
cup,320,12142,320,12142
cup,374,4498,374,4498
cup,391,4519,391,4519
cup,436,7056,436,7056
cup,451,8607,451,8607
cup,489,1842,489,1842
cup,533,7081,533,7081
cup,564,1010,564,1010
cup,584,10940,584,10940
cup,619,8609,619,8609
cup,641,3703,641,3703
cup,688,6884,688,6884
cup,708,10735,708,10735
cup,736,9614,736,9614
cup,797,12277,797,12277
cup,800,708,800,708
cup,853,4073,853,4073
cup,882,8152,882,8152
cup,914,4599,914,4599
cup,942,4039,942,4039
cup,977,2046,977,2046
cup,1010,11581,1010,11581
cup,1054,8186,1054,8186
cup,1082,3650,1082,3650
cup,1114,11916,1114,11916
cup,1120,4610,1120,4610
cup,1170,6834,1170,6834
cup,1215,8219,1215,8219
cup,1238,1082,1238,1082
cup,1249,6807,1249,6807
cup,1280,10328,1280,10328
cup,1338,3637,1338,3637
cup,1346,688,1346,688
cup,1379,6859,1379,6859
cup,1408,11048,1408,11048
cup,1467,2009,1467,2009
cup,1496,8667,1496,8667
cup,1522,11027,1522,11027
cup,1538,1896,1538,1896
cup,1572,116,1572,116
cup,1602,8229,1602,8229
cup,1639,6999,1639,6999
cup,1671,9704,1671,9704
cup,1722,8078,1722,8078
cup,1751,6964,1751,6964
cup,1768,10816,1768,10816
cup,1822,4554,1822,4554
cup,1842,11474,1842,11474
cup,1880,1937,1880,1937
cup,1896,1120,1896,1120
cup,1937,736,1937,736
cup,1970,31,1970,31
cup,2009,8126,2009,8126
cup,2046,1054,2046,1054
cup,2066,11947,2066,11947
cup,2111,6924,2111,6924
cup,2123,9432,2123,9432
cup,2158,12083,2158,12083
cup,2183,1970,2183,1970
cup,2236,1114,2236,1114
cup,2262,4120,2262,4120
cup,2277,7123,2277,7123
cup,2329,9849,2329,9849
cup,2349,8028,2349,8028
cup,2382,1346,2382,1346
cup,2406,10892,2406,10892
cup,2453,7787,2453,7787
cup,2495,3845,2495,3845
cup,2504,942,2504,942
cup,2554,4328,2554,4328
cup,2587,7514,2587,7514
cup,2606,12039,2606,12039
cup,2634,8434,2634,8434
cup,2679,8351,2679,8351
cup,2693,10089,2693,10089
cup,2740,7753,2740,7753
cup,2777,11592,2777,11592
cup,2785,1572,2785,1572
cup,2830,10543,2830,10543
cup,2861,4377,2861,4377
cup,2894,10947,2894,10947
cup,2927,61,2927,61
cup,2957,853,2957,853
cup,2978,10440,2978,10440
cup,3025,7816,3025,7816
cup,3043,1338,3043,1338
cup,3098,10771,3098,10771
cup,3111,7427,3111,7427
cup,3147,7485,3147,7485
cup,3175,1602,3175,1602
cup,3222,12031,3222,12031
cup,3258,1538,3258,1538
cup,3280,7672,3280,7672
cup,3326,7685,3326,7685
cup,3343,914,3343,914
cup,3382,1467,3382,1467
cup,3416,4274,3416,4274
cup,3434,7625,3434,7625
cup,3463,3885,3463,3885
cup,3512,10338,3512,10338
cup,3550,8384,3550,8384
cup,3562,4313,3562,4313
cup,3600,1408,3600,1408
cup,3637,91,3637,91
cup,3650,3910,3650,3910
cup,3703,7614,3703,7614
cup,3732,10810,3732,10810
cup,3754,4245,3754,4245
cup,3780,8377,3780,8377
cup,3814,1496,3814,1496
cup,3845,7581,3845,7581
cup,3885,9553,3885,9553
cup,3910,882,3910,882
cup,3949,7732,3949,7732
cup,3999,7538,3999,7538
cup,4006,1522,4006,1522
cup,4039,1379,4039,1379
cup,4073,11523,4073,11523
cup,4120,7845,4120,7845
cup,4135,7412,4135,7412
cup,4161,7919,4161,7919
cup,4192,10866,4192,10866
cup,4245,11517,4245,11517
cup,4274,7251,4274,7251
cup,4313,7966,4313,7966
cup,4328,10477,4328,10477
cup,4377,4161,4377,4161
cup,4389,7215,4389,7215
cup,4427,1751,4427,1751
cup,4471,800,4471,800
cup,4498,8535,4498,8535
cup,4519,7278,4519,7278
cup,4554,1238,4554,1238
cup,4599,3754,4599,3754
cup,4610,8566,4610,8566
cup,4648,1768,4648,1768
cup,4696,7177,4696,7177
cup,4724,1215,4724,1215
cup,4757,4471,4757,4471
cup,4784,10414,4784,10414
cup,4818,1822,4818,1822
cup,4849,7144,4849,7144
cup,4893,9500,4893,9500
cup,4907,7991,4907,7991
cup,4941,10993,4941,10993
cup,4984,10274,4984,10274
cup,5011,8499,5011,8499
cup,5050,3780,5050,3780
cup,5081,3814,5081,3814
cup,5119,3949,5119,3949
cup,5149,8469,5149,8469
cup,5153,8318,5153,8318
cup,5215,1280,5215,1280
cup,5247,7874,5247,7874
cup,5267,9807,5267,9807
cup,5310,1639,5310,1639
cup,5342,9731,5342,9731
cup,5362,7387,5362,7387
cup,5401,4389,5401,4389
cup,5421,9573,5421,9573
cup,5441,10052,5441,10052
cup,5503,7347,5503,7347
cup,5532,11982,5532,11982
cup,5562,1249,5562,1249
cup,5570,4192,5570,4192
cup,5614,8273,5614,8273
cup,5653,1671,5653,1671
cup,5691,7317,5691,7317
cup,5699,3999,5699,3999
cup,5756,9515,5756,9515
cup,5773,4427,5773,4427
cup,5809,1722,5809,1722
cup,5842,977,5842,977
cup,5887,4135,5887,4135
cup,5897,3175,5897,3175
cup,5943,144,5943,144
cup,5966,6758,5966,6758
cup,5996,2066,5996,2066
cup,6025,6025,6025,6025
cup,6062,2634,6062,2634
cup,6095,8947,6095,8947
cup,6124,5996,6124,5996
cup,6146,5966,6146,5966
cup,6203,9673,6203,9673
cup,6219,11213,6219,11213
cup,6244,8989,6244,8989
cup,6296,2679,6296,2679
cup,6312,5943,6312,5943
cup,6352,9297,6352,9297
cup,6394,227,6394,227
cup,6416,2693,6416,2693
cup,6443,10133,6443,10133
cup,6474,4984,6474,4984
cup,6526,12222,6526,12222
cup,6532,11789,6532,11789
cup,6563,5011,6563,5011
cup,6620,5887,6620,5887
cup,6647,3382,6647,3382
cup,6678,2740,6678,2740
cup,6689,451,6689,451
cup,6724,2777,6724,2777
cup,6758,5842,6758,5842
cup,6807,5050,6807,5050
cup,6834,10189,6834,10189
cup,6859,3343,6859,3343
cup,6884,5809,6884,5809
cup,6924,2785,6924,2785
cup,6964,5897,6964,5897
cup,6999,9007,6999,9007
cup,7029,489,7029,489
cup,7056,2606,7056,2606
cup,7081,6296,7081,6296
cup,7123,8844,7123,8844
cup,7144,10214,7144,10214
cup,7177,9897,7177,9897
cup,7215,12178,7215,12178
cup,7251,4849,7251,4849
cup,7278,2453,7278,2453
cup,7317,6244,7317,6244
cup,7347,2495,7347,2495
cup,7387,3463,7387,3463
cup,7412,4893,7412,4893
cup,7427,6219,7427,6219
cup,7485,533,7485,533
cup,7514,2504,7514,2504
cup,7538,4941,7538,4941
cup,7581,9316,7581,9316
cup,7614,6203,7614,6203
cup,7625,4907,7625,4907
cup,7672,2554,7672,2554
cup,7685,12240,7685,12240
cup,7732,6146,7732,6146
cup,7753,3434,7753,3434
cup,7787,11825,7787,11825
cup,7816,11182,7816,11182
cup,7845,2587,7845,2587
cup,7874,8904,7874,8904
cup,7919,6095,7919,6095
cup,7966,215,7966,215
cup,7991,3416,7991,3416
cup,8028,6062,8028,6062
cup,8040,8874,8040,8874
cup,8078,9369,8078,9369
cup,8126,436,8126,436
cup,8152,11242,8152,11242
cup,8186,5153,8186,5153
cup,8219,5532,8219,5532
cup,8229,9123,8229,9123
cup,8273,5503,8273,5503
cup,8318,3025,8318,3025
cup,8351,11697,8351,11697
cup,8377,3043,8377,3043
cup,8384,5441,8384,5441
cup,8434,3258,8434,3258
cup,8469,374,8469,374
cup,8499,5215,8499,5215
cup,8535,11309,8535,11309
cup,8566,5421,8566,5421
cup,8607,3098,8607,3098
cup,8609,2978,8609,2978
cup,8667,5247,8667,5247
cup,8680,5362,8680,5362
cup,8715,9173,8715,9173
cup,8757,10158,8757,10158
cup,8795,3111,8795,3111
cup,8813,11355,8813,11355
cup,8844,3147,8844,3147
cup,8874,3222,8874,3222
cup,8904,9195,8904,9195
cup,8947,5342,8947,5342
cup,8989,320,8989,320
cup,9007,293,9007,293
cup,9048,11737,9048,11737
cup,9083,5310,9083,5310
cup,9099,9656,9099,9656
cup,9123,5401,9123,5401
cup,9173,5081,9173,5081
cup,9195,10383,9195,10383
cup,9239,5562,9239,5562
cup,9261,5773,9261,5773
cup,9297,9261,9297,9261
cup,9316,11375,9316,11375
cup,9369,2830,9369,2830
cup,9390,9943,9390,9943
cup,9432,5756,9432,5756
cup,9455,9963,9455,9963
cup,9500,5699,9500,5699
cup,9515,9048,9515,9048
cup,9553,10625,9553,10625
cup,9573,11291,9573,11291
cup,9614,2861,9614,2861
cup,9656,9083,9656,9083
cup,9673,5119,9673,5119
cup,9704,9990,9704,9990
cup,9731,10658,9731,10658
cup,9771,5691,9771,5691
cup,9807,5653,9807,5653
cup,9849,2894,9849,2894
cup,9887,262,9887,262
cup,9897,391,9897,391
cup,9943,5614,9943,5614
cup,9963,2927,9963,2927
cup,9990,3280,9990,3280
cup,10024,5149,10024,5149
cup,10052,9099,10052,9099
cup,10089,9239,10089,9239
cup,10133,5570,10133,5570
cup,10158,2957,10158,2957
cup,10189,11746,10189,11746
cup,10214,3326,10214,3326
cup,10267,564,10267,564
cup,10274,10688,10274,10688
cup,10328,8757,10328,8757
cup,10338,6563,10338,6563
cup,10383,3562,10383,3562
cup,10414,2262,10414,2262
cup,10440,6312,10440,6312
cup,10477,11108,10477,11108
cup,10516,6532,10516,6532
cup,10543,8795,10543,8795
cup,10589,4757,10589,4757
cup,10608,6526,10608,6526
cup,10625,2277,10625,2277
cup,10658,6474,10658,6474
cup,10688,11897,10688,11897
cup,10735,10589,10735,10589
cup,10771,2329,10771,2329
cup,10810,11454,10810,11454
cup,10816,11677,10816,11677
cup,10866,619,10866,619
cup,10892,6443,10892,6443
cup,10940,4784,10940,4784
cup,10947,6416,10947,6416
cup,10993,3550,10993,3550
cup,11027,4724,11027,4724
cup,11048,2349,11048,2349
cup,11095,10024,11095,10024
cup,11108,2236,11108,2236
cup,11142,9887,11142,9887
cup,11182,2111,11182,2111
cup,11213,8680,11213,8680
cup,11242,6724,11242,6724
cup,11291,2123,11291,2123
cup,11309,4648,11309,4648
cup,11355,5267,11355,5267
cup,11375,8715,11375,8715
cup,11415,6689,11415,6689
cup,11454,10267,11454,10267
cup,11474,2158,11474,2158
cup,11517,3600,11517,3600
cup,11523,6678,11523,6678
cup,11581,6647,11581,6647
cup,11592,10516,11592,10516
cup,11637,11095,11637,11095
cup,11677,4696,11677,4696
cup,11697,11637,11697,11637
cup,11737,2183,11737,2183
cup,11746,641,11746,641
cup,11789,9390,11789,9390
cup,11825,6620,11825,6620
cup,11854,180,11854,180
cup,11897,6124,11897,6124
cup,11916,11142,11916,11142
cup,11947,11854,11947,11854
cup,11982,4818,11982,4818
cup,12031,11415,12031,11415
cup,12039,8813,12039,8813
cup,12083,2382,12083,2382
cup,12097,3512,12097,3512
cup,12142,6352,12142,6352
cup,12178,10608,12178,10608
cup,12222,584,12222,584
cup,12240,2406,12240,2406
cup,12277,6394,12277,6394
elephant,14,5135,14,5135
elephant,54,9733,54,9733
elephant,68,8725,68,8725
elephant,101,6342,101,6342
elephant,152,7937,152,7937
elephant,170,5598,170,5598
elephant,200,5561,200,5561
elephant,246,7296,246,7296
elephant,264,11387,264,11387
elephant,288,7975,288,7975
elephant,339,9845,339,9845
elephant,380,6910,380,6910
elephant,403,5530,403,5530
elephant,430,5164,430,5164
elephant,471,9149,471,9149
elephant,505,8011,505,8011
elephant,543,5493,543,5493
elephant,565,9588,565,9588
elephant,601,9504,601,9504
elephant,635,6266,635,6266
elephant,646,7450,646,7450
elephant,685,4694,685,4694
elephant,716,7203,716,7203
elephant,763,6598,763,6598
elephant,768,10909,768,10909
elephant,805,8305,805,8305
elephant,846,11129,846,11129
elephant,895,5664,895,5664
elephant,915,4452,915,4452
elephant,943,9979,943,9979
elephant,987,7852,987,7852
elephant,1014,4732,1014,4732
elephant,1033,4201,1033,4201
elephant,1072,5641,1072,5641
elephant,1093,4886,1093,4886
elephant,1121,6944,1121,6944
elephant,1157,8621,1157,8621
elephant,1200,5112,1200,5112
elephant,1236,7895,1236,7895
elephant,1260,8495,1260,8495
elephant,1302,11005,1302,11005
elephant,1314,5627,1314,5627
elephant,1361,10746,1361,10746
elephant,1384,11276,1384,11276
elephant,1415,9693,1415,9693
elephant,1460,4183,1460,4183
elephant,1503,6917,1503,6917
elephant,1519,7913,1519,7913
elephant,1543,10685,1543,10685
elephant,1582,9116,1582,9116
elephant,1631,6650,1631,6650
elephant,1646,8859,1646,8859
elephant,1680,11297,1680,11297
elephant,1699,4858,1699,4858
elephant,1750,9422,1750,9422
elephant,1773,10630,1773,10630
elephant,1809,11481,1809,11481
elephant,1846,5335,1846,5335
elephant,1881,6841,1881,6841
elephant,1897,8682,1897,8682
elephant,1922,8541,1922,8541
elephant,1982,8136,1982,8136
elephant,2004,4074,2004,4074
elephant,2036,4614,2036,4614
elephant,2069,5357,2069,5357
elephant,2092,4666,2092,4666
elephant,2125,8199,2125,8199
elephant,2160,9366,2160,9366
elephant,2177,10081,2177,10081
elephant,2213,5278,2213,5278
elephant,2245,7254,2245,7254
elephant,2300,5288,2300,5288
elephant,2304,9197,2304,9197
elephant,2342,8664,2342,8664
elephant,2387,10010,2387,10010
elephant,2411,10817,2411,10817
elephant,2442,6781,2442,6781
elephant,2480,6793,2480,6793
elephant,2519,8255,2519,8255
elephant,2558,7293,2558,7293
elephant,2578,6748,2578,6748
elephant,2596,7827,2596,7827
elephant,2650,10879,2650,10879
elephant,2671,4591,2671,4591
elephant,2717,9652,2717,9652
elephant,2741,5452,2741,5452
elephant,2772,11053,2772,11053
elephant,2794,6666,2794,6666
elephant,2818,4154,2818,4154
elephant,2868,11085,2868,11085
elephant,2893,6688,2893,6688
elephant,2922,9217,2922,9217
elephant,2952,9476,2952,9476
elephant,2976,6874,2976,6874
elephant,3028,4421,3028,4421
elephant,3057,8056,3057,8056
elephant,3101,9602,3101,9602
elephant,3130,5439,3130,5439
elephant,3163,5198,3163,5198
elephant,3185,8072,3185,8072
elephant,3219,9155,3219,9155
elephant,3254,5390,3254,5390
elephant,3289,4101,3289,4101
elephant,3299,5244,3299,5244
elephant,3357,6276,3357,6276
elephant,3380,8122,3380,8122
elephant,3395,8256,3395,8256
elephant,3448,9248,3448,9248
elephant,3484,10515,3484,10515
elephant,3490,10548,3490,10548
elephant,3520,8811,3520,8811
elephant,3573,4349,3573,4349
elephant,3606,5965,3606,5965
elephant,3638,7135,3638,7135
elephant,3649,7548,3649,7548
elephant,3700,10932,3700,10932
elephant,3729,11215,3729,11215
elephant,3755,4974,3755,4974
elephant,3798,6452,3798,6452
elephant,3826,7080,3826,7080
elephant,3858,6466,3858,6466
elephant,3901,7503,3901,7503
elephant,3908,11175,3908,11175
elephant,3963,11509,3963,11509
elephant,3972,8388,3972,8388
elephant,4020,4926,4020,4926
elephant,4038,5946,4038,5946
elephant,4074,7568,4074,7568
elephant,4101,9295,4101,9295
elephant,4154,9926,4154,9926
elephant,4183,9818,4183,9818
elephant,4201,5908,4201,5908
elephant,4247,11403,4247,11403
elephant,4270,9404,4270,9404
elephant,4310,7174,4310,7174
elephant,4349,5988,4349,5988
elephant,4359,11136,4359,11136
elephant,4392,8424,4392,8424
elephant,4421,10483,4421,10483
elephant,4452,10952,4452,10952
elephant,4497,6172,4497,6172
elephant,4526,11033,4526,11033
elephant,4545,4359,4545,4359
elephant,4591,9917,4591,9917
elephant,4614,6137,4614,6137
elephant,4666,6103,4666,6103
elephant,4694,10056,4694,10056
elephant,4732,8914,4732,8914
elephant,4744,7143,4744,7143
elephant,4775,7478,4775,7478
elephant,4800,9313,4800,9313
elephant,4858,4800,4858,4800
elephant,4886,6071,4886,6071
elephant,4926,7407,4926,7407
elephant,4936,8933,4936,8933
elephant,4974,4936,4974,4936
elephant,5010,9709,5010,9709
elephant,5026,8465,5026,8465
elephant,5065,6421,5065,6421
elephant,5112,4497,5112,4497
elephant,5135,6021,5135,6021
elephant,5164,10019,5164,10019
elephant,5198,4775,5198,4775
elephant,5244,7601,5244,7601
elephant,5278,9085,5278,9085
elephant,5288,8984,5288,8984
elephant,5335,10813,5335,10813
elephant,5357,4744,5357,4744
elephant,5390,6195,5390,6195
elephant,5439,8340,5439,8340
elephant,5452,5761,5452,5761
elephant,5493,7744,5493,7744
elephant,5530,7008,5530,7008
elephant,5561,11253,5561,11253
elephant,5598,10695,5598,10695
elephant,5627,6216,5627,6216
elephant,5641,5065,5641,5065
elephant,5664,4545,5664,4545
elephant,5720,5794,5720,5794
elephant,5739,5739,5739,5739
elephant,5761,5720,5761,5720
elephant,5794,9040,5794,9040
elephant,5844,7355,5844,7355
elephant,5859,7781,5859,7781
elephant,5908,9469,5908,9469
elephant,5946,6982,5946,6982
elephant,5965,8755,5965,8755
elephant,5988,6573,5988,6573
elephant,6021,8178,6021,8178
elephant,6071,10572,6071,10572
elephant,6103,11434,6103,11434
elephant,6137,9773,6137,9773
elephant,6172,9874,6172,9874
elephant,6195,4392,6195,4392
elephant,6216,7738,6216,7738
elephant,6266,10606,6266,10606
elephant,6276,5010,6276,5010
elephant,6323,10774,6323,10774
elephant,6342,5859,6342,5859
elephant,6397,6397,6397,6397
elephant,6421,4526,6421,4526
elephant,6452,7629,6452,7629
elephant,6466,9544,6466,9544
elephant,6517,4270,6517,4270
elephant,6547,7051,6547,7051
elephant,6573,8569,6573,8569
elephant,6598,7673,6598,7673
elephant,6650,5844,6650,5844
elephant,6666,11542,6666,11542
elephant,6688,8769,6688,8769
elephant,6748,6517,6748,6517
elephant,6781,8997,6781,8997
elephant,6793,8355,6793,8355
elephant,6841,7681,6841,7681
elephant,6874,5026,6874,5026
elephant,6910,7385,6910,7385
elephant,6917,8871,6917,8871
elephant,6944,8594,6944,8594
elephant,6982,6547,6982,6547
elephant,7008,4247,7008,4247
elephant,7051,4310,7051,4310
elephant,7080,6323,7080,6323
elephant,7135,11349,7135,11349
elephant,7143,152,7143,152
elephant,7174,3908,7174,3908
elephant,7203,1415,7203,1415
elephant,7254,3448,7254,3448
elephant,7293,2558,7293,2558
elephant,7296,3484,7296,3484
elephant,7355,805,7355,805
